record_id,user_id,dialog_id,dialog_name,dimension_id,dimension_name,question_id,question_text,question_type,answer_value,answer_time
485,15,48,19,3,咨访同盟WAI-Observer-Short,item5,,choice,5,2025-11-08 15:36:15.701244+08
485,15,48,19,3,咨访同盟WAI-Observer-Short,item6,,choice,4,2025-11-08 15:36:15.701244+08
485,15,48,19,3,咨访同盟WAI-Observer-Short,item7,,choice,4,2025-11-08 15:36:15.701244+08
485,15,48,19,3,咨访同盟WAI-Observer-Short,item8,,choice,4,2025-11-08 15:36:15.701244+08
485,15,48,19,3,咨访同盟WAI-Observer-Short,item9,,choice,5,2025-11-08 15:36:15.701244+08
286,15,49,18,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q1,,choice,5,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q2,,choice,5,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q3,,choice,4,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q4,,choice,3,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q5,,choice,3,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q6,,choice,4,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q7,,choice,4,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q8,,choice,3,2025-10-26 16:46:31.440469+08
286,15,49,18,1,共情评估量表 (TES),q9,,choice,4,2025-10-26 16:46:31.440469+08
288,15,49,18,2,无条件积极关注,evaluation_notes,,text,未填写,2025-10-26 16:47:48.319329+08
288,15,49,18,2,无条件积极关注,positive_regard_level,,choice,第2阶段（2分）- 咨询师机械地回应来访者，表现出很少的积极关注，因此也缺少非占有性温暖（nonpossessive warmth）。咨询师可能忽略来访者或其感受，或表现出漠不关心或缺乏兴趣。在需要给予适度温暖回应时，咨询师却忽略来访者；咨询师表现出的完全被动，几乎传达出一种无条件的漠视。,2025-10-26 16:47:48.319329+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item1,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item10,,choice,4,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item11,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item12,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item2,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item3,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item4,,choice,4,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item5,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item6,,choice,4,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item7,,choice,4,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item8,,choice,3,2025-10-26 16:47:41.740114+08
287,15,49,18,3,咨访同盟WAI-Observer-Short,item9,,choice,4,2025-10-26 16:47:41.740114+08
475,15,50,17,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q1,,choice,6,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q2,,choice,5,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q3,,choice,6,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q4,,choice,5,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q5,,choice,5,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q6,,choice,5,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q7,,choice,5,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q8,,choice,6,2025-11-08 15:22:03.136698+08
475,15,50,17,1,共情评估量表 (TES),q9,,choice,5,2025-11-08 15:22:03.136698+08
477,15,50,17,2,无条件积极关注,evaluation_notes,,text,未填写,2025-11-08 15:23:05.082566+08
477,15,50,17,2,无条件积极关注,positive_regard_level,,choice,第4阶段（4分）- 咨询师清晰地传达出对来访者福祉的深切兴趣和关心，对来访者大部分的行为和状态都展现出非评判的、无条件的积极关注。尽管在更个人化和私密的领域仍存在一些条件性，但来访者被给予做自己的自由，并如其所是地被喜爱。咨询师视自己为对来访者负责（responsible to the client）。,2025-11-08 15:23:05.082566+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item1,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item10,,choice,2,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item11,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item12,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item2,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item3,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item4,,choice,2,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item5,,choice,6,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item6,,choice,5,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item7,,choice,5,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item8,,choice,5,2025-11-08 15:23:00.891221+08
476,15,50,17,3,咨访同盟WAI-Observer-Short,item9,,choice,5,2025-11-08 15:23:00.891221+08
262,15,51,16,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q1,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q2,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q3,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q4,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q5,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q6,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q7,,choice,5,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q8,,choice,6,2025-10-26 14:18:26.799663+08
262,15,51,16,1,共情评估量表 (TES),q9,,choice,6,2025-10-26 14:18:26.799663+08
264,15,51,16,2,无条件积极关注,evaluation_notes,,text,未填写,2025-10-26 14:20:12.652087+08
264,15,51,16,2,无条件积极关注,positive_regard_level,,choice,第3阶段（3分）- 咨询师表现出对来访者的积极关注，但这是一种半占有性的关注，即咨询师向来访者传达出他对其行为的想法与要求。咨询师视自己为来访者的责任人（responsible for the client）。,2025-10-26 14:20:12.652087+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item1,,choice,5,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item10,,choice,2,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item11,,choice,6,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item12,,choice,6,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item2,,choice,4,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item3,,choice,4,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item4,,choice,2,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item5,,choice,6,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item6,,choice,5,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item7,,choice,5,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item8,,choice,6,2025-10-26 14:20:01.165746+08
263,15,51,16,3,咨访同盟WAI-Observer-Short,item9,,choice,5,2025-10-26 14:20:01.165746+08
481,15,52,15,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q1,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q2,,choice,5,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q3,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q4,,choice,5,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q5,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q6,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q7,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q8,,choice,6,2025-11-08 15:30:43.80327+08
481,15,52,15,1,共情评估量表 (TES),q9,,choice,5,2025-11-08 15:30:43.80327+08
483,15,52,15,2,无条件积极关注,evaluation_notes,,text,未填写,2025-11-08 15:31:30.452216+08
483,15,52,15,2,无条件积极关注,positive_regard_level,,choice,第3阶段（3分）- 咨询师表现出对来访者的积极关注，但这是一种半占有性的关注，即咨询师向来访者传达出他对其行为的想法与要求。咨询师视自己为来访者的责任人（responsible for the client）。,2025-11-08 15:31:30.452216+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item1,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item10,,choice,2,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item11,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item12,,choice,6,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item2,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item3,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item4,,choice,2,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item5,,choice,6,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item6,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item7,,choice,6,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item8,,choice,5,2025-11-08 15:31:22.122778+08
482,15,52,15,3,咨访同盟WAI-Observer-Short,item9,,choice,6,2025-11-08 15:31:22.122778+08
490,15,53,14,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q1,,choice,5,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q2,,choice,5,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q3,,choice,5,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q4,,choice,4,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q5,,choice,4,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q6,,choice,5,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q7,,choice,5,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q8,,choice,4,2025-11-08 15:43:21.813751+08
490,15,53,14,1,共情评估量表 (TES),q9,,choice,5,2025-11-08 15:43:21.813751+08
492,15,53,14,2,无条件积极关注,evaluation_notes,,text,未填写,2025-11-08 15:44:06.203388+08
492,15,53,14,2,无条件积极关注,positive_regard_level,,choice,第2阶段（2分）- 咨询师机械地回应来访者，表现出很少的积极关注，因此也缺少非占有性温暖（nonpossessive warmth）。咨询师可能忽略来访者或其感受，或表现出漠不关心或缺乏兴趣。在需要给予适度温暖回应时，咨询师却忽略来访者；咨询师表现出的完全被动，几乎传达出一种无条件的漠视。,2025-11-08 15:44:06.203388+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item1,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item10,,choice,2,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item11,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item12,,choice,5,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item2,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item3,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item4,,choice,3,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item5,,choice,5,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item6,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item7,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item8,,choice,4,2025-11-08 15:44:00.679491+08
491,15,53,14,3,咨访同盟WAI-Observer-Short,item9,,choice,5,2025-11-08 15:44:00.679491+08
271,15,54,13,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q1,,choice,6,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q2,,choice,6,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q3,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q4,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q5,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q6,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q7,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q8,,choice,5,2025-10-26 14:45:45.10754+08
271,15,54,13,1,共情评估量表 (TES),q9,,choice,5,2025-10-26 14:45:45.10754+08
273,15,54,13,2,无条件积极关注,evaluation_notes,,text,未填写,2025-10-26 14:47:51.009711+08
273,15,54,13,2,无条件积极关注,positive_regard_level,,choice,第3阶段（3分）- 咨询师表现出对来访者的积极关注，但这是一种半占有性的关注，即咨询师向来访者传达出他对其行为的想法与要求。咨询师视自己为来访者的责任人（responsible for the client）。,2025-10-26 14:47:51.009711+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item1,,choice,5,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item10,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item11,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item12,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item2,,choice,5,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item3,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item4,,choice,2,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item5,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item6,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item7,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item8,,choice,4,2025-10-26 14:47:09.508378+08
272,15,54,13,3,咨访同盟WAI-Observer-Short,item9,,choice,4,2025-10-26 14:47:09.508378+08
268,15,55,12,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q1,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q2,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q3,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q4,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q5,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q6,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q7,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q8,,choice,4,2025-10-26 14:35:02.459125+08
268,15,55,12,1,共情评估量表 (TES),q9,,choice,4,2025-10-26 14:35:02.459125+08
270,15,55,12,2,无条件积极关注,evaluation_notes,,text,未填写,2025-10-26 14:37:26.321841+08
270,15,55,12,2,无条件积极关注,positive_regard_level,,choice,第2阶段（2分）- 咨询师机械地回应来访者，表现出很少的积极关注，因此也缺少非占有性温暖（nonpossessive warmth）。咨询师可能忽略来访者或其感受，或表现出漠不关心或缺乏兴趣。在需要给予适度温暖回应时，咨询师却忽略来访者；咨询师表现出的完全被动，几乎传达出一种无条件的漠视。,2025-10-26 14:37:26.321841+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item1,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item10,,choice,3,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item11,,choice,3,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item12,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item2,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item3,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item4,,choice,3,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item5,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item6,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item7,,choice,4,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item8,,choice,3,2025-10-26 14:37:00.963972+08
269,15,55,12,3,咨访同盟WAI-Observer-Short,item9,,choice,4,2025-10-26 14:37:00.963972+08
274,15,56,11,1,共情评估量表 (TES),evaluation_notes,,text,未填写,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q1,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q2,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q3,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q4,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q5,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q6,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q7,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q8,,choice,6,2025-10-26 14:51:06.52514+08
274,15,56,11,1,共情评估量表 (TES),q9,,choice,6,2025-10-26 14:51:06.52514+08
276,15,56,11,2,无条件积极关注,evaluation_notes,,text,未填写,2025-10-26 14:52:26.942879+08
276,15,56,11,2,无条件积极关注,positive_regard_level,,choice,第4阶段（4分）- 咨询师清晰地传达出对来访者福祉的深切兴趣和关心，对来访者大部分的行为和状态都展现出非评判的、无条件的积极关注。尽管在更个人化和私密的领域仍存在一些条件性，但来访者被给予做自己的自由，并如其所是地被喜爱。咨询师视自己为对来访者负责（responsible to the client）。,2025-10-26 14:52:26.942879+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,evaluation_notes,,text,未填写,2025-10-26 14:52:21.241444+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,item1,,choice,6,2025-10-26 14:52:21.241444+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,item10,,choice,1,2025-10-26 14:52:21.241444+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,item11,,choice,4,2025-10-26 14:52:21.241444+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,item12,,choice,5,2025-10-26 14:52:21.241444+08
275,15,56,11,3,咨访同盟WAI-Observer-Short,item2,,choice,6,2025-10-26 14:52:21.241444+08
